start,end,duration
2017-10-03 01:45:00,2017-10-03 03:40:00,0 days 01:55:00
2017-10-03 03:50:00,2017-10-03 04:00:00,0 days 00:10:00
2017-10-03 04:10:00,2017-10-03 04:45:00,0 days 00:35:00
2017-10-03 05:35:00,2017-10-03 05:50:00,0 days 00:15:00
2017-10-03 06:05:00,2017-10-03 06:15:00,0 days 00:10:00
2017-10-03 06:20:00,2017-10-03 06:25:00,0 days 00:05:00
2017-10-03 06:30:00,2017-10-03 06:35:00,0 days 00:05:00
2017-10-03 06:40:00,2017-10-03 06:55:00,0 days 00:15:00
2017-10-03 07:15:00,2017-10-03 08:45:00,0 days 01:30:00
2017-10-03 09:00:00,2017-10-03 10:00:00,0 days 01:00:00
2017-10-05 16:15:00,2017-10-05 16:20:00,0 days 00:05:00
2017-10-05 16:40:00,2017-10-05 16:50:00,0 days 00:10:00
2017-10-05 16:55:00,2017-10-06 02:25:00,0 days 09:30:00
2017-10-06 02:30:00,2017-10-06 04:30:00,0 days 02:00:00
2017-10-06 08:30:00,2017-10-06 11:05:00,0 days 02:35:00
2017-10-06 13:15:00,2017-10-06 13:35:00,0 days 00:20:00
2017-10-06 15:15:00,2017-10-06 15:20:00,0 days 00:05:00
2017-10-06 15:50:00,2017-10-06 16:00:00,0 days 00:10:00
2017-10-06 16:20:00,2017-10-06 16:35:00,0 days 00:15:00
2017-10-06 17:00:00,2017-10-06 17:05:00,0 days 00:05:00
2017-10-06 17:10:00,2017-10-06 17:35:00,0 days 00:25:00
2017-10-06 17:45:00,2017-10-06 23:05:00,0 days 05:20:00
2017-10-06 23:35:00,2017-10-06 23:40:00,0 days 00:05:00
2017-10-06 23:50:00,2017-10-07 00:05:00,0 days 00:15:00
2017-10-07 00:10:00,2017-10-07 02:00:00,0 days 01:50:00
2017-10-07 02:05:00,2017-10-07 11:25:00,0 days 09:20:00
2017-10-07 12:55:00,2017-10-07 13:00:00,0 days 00:05:00
2017-10-07 13:05:00,2017-10-07 13:55:00,0 days 00:50:00
2017-10-07 14:00:00,2017-10-07 14:15:00,0 days 00:15:00
2017-10-07 14:35:00,2017-10-07 14:50:00,0 days 00:15:00
2017-10-07 14:55:00,2017-10-07 15:00:00,0 days 00:05:00
2017-10-07 15:15:00,2017-10-07 15:30:00,0 days 00:15:00
2017-10-07 15:35:00,2017-10-07 15:50:00,0 days 00:15:00
2017-10-07 16:10:00,2017-10-07 16:15:00,0 days 00:05:00
2017-10-07 16:40:00,2017-10-07 16:50:00,0 days 00:10:00
2017-10-07 17:05:00,2017-10-07 17:20:00,0 days 00:15:00
2017-10-07 17:30:00,2017-10-07 17:40:00,0 days 00:10:00
2017-10-07 17:50:00,2017-10-08 00:15:00,0 days 06:25:00
2017-10-08 01:35:00,2017-10-08 02:05:00,0 days 00:30:00
2017-10-08 02:15:00,2017-10-08 03:05:00,0 days 00:50:00
2017-10-08 03:10:00,2017-10-08 03:40:00,0 days 00:30:00
2017-10-08 03:50:00,2017-10-08 10:35:00,0 days 06:45:00
2017-10-08 13:05:00,2017-10-08 13:20:00,0 days 00:15:00
2017-10-08 13:25:00,2017-10-08 13:30:00,0 days 00:05:00
2017-10-08 13:50:00,2017-10-08 14:20:00,0 days 00:30:00
2017-10-08 14:35:00,2017-10-08 14:40:00,0 days 00:05:00
2017-10-08 14:55:00,2017-10-08 15:00:00,0 days 00:05:00
2017-10-08 15:05:00,2017-10-08 15:15:00,0 days 00:10:00
2017-10-08 15:45:00,2017-10-08 15:55:00,0 days 00:10:00
2017-10-08 16:10:00,2017-10-08 16:20:00,0 days 00:10:00
2017-10-08 16:40:00,2017-10-08 17:25:00,0 days 00:45:00
2017-10-08 17:30:00,2017-10-09 00:10:00,0 days 06:40:00
2017-10-09 00:45:00,2017-10-09 00:50:00,0 days 00:05:00
2017-10-09 01:05:00,2017-10-09 01:15:00,0 days 00:10:00
2017-10-09 01:50:00,2017-10-09 01:55:00,0 days 00:05:00
2017-10-09 02:05:00,2017-10-09 02:10:00,0 days 00:05:00
2017-10-09 02:15:00,2017-10-09 02:25:00,0 days 00:10:00
2017-10-09 02:40:00,2017-10-09 11:35:00,0 days 08:55:00
2017-10-09 12:55:00,2017-10-09 13:00:00,0 days 00:05:00
2017-10-09 13:25:00,2017-10-09 13:45:00,0 days 00:20:00
2017-10-09 13:50:00,2017-10-09 14:25:00,0 days 00:35:00
2017-10-09 14:30:00,2017-10-09 14:40:00,0 days 00:10:00
2017-10-09 14:45:00,2017-10-09 15:00:00,0 days 00:15:00
2017-10-09 15:10:00,2017-10-09 15:20:00,0 days 00:10:00
2017-10-09 15:30:00,2017-10-09 16:05:00,0 days 00:35:00
2017-10-09 17:05:00,2017-10-10 10:50:00,0 days 17:45:00
2017-10-10 11:00:00,2017-10-10 11:25:00,0 days 00:25:00
2017-10-10 12:50:00,2017-10-10 13:00:00,0 days 00:10:00
2017-10-10 13:05:00,2017-10-10 13:10:00,0 days 00:05:00
2017-10-10 13:25:00,2017-10-10 15:05:00,0 days 01:40:00
2017-10-10 15:15:00,2017-10-10 16:05:00,0 days 00:50:00
2017-10-10 16:15:00,2017-10-10 16:25:00,0 days 00:10:00
2017-10-10 16:35:00,2017-10-11 01:50:00,0 days 09:15:00
2017-10-11 02:00:00,2017-10-11 02:10:00,0 days 00:10:00
2017-10-11 02:15:00,2017-10-11 04:15:00,0 days 02:00:00
2017-10-11 04:30:00,2017-10-11 04:35:00,0 days 00:05:00
2017-10-11 04:40:00,2017-10-11 06:30:00,0 days 01:50:00
2017-10-11 06:45:00,2017-10-11 11:35:00,0 days 04:50:00
2017-10-11 12:25:00,2017-10-11 21:45:00,0 days 09:20:00
2017-10-12 01:20:00,2017-10-12 01:50:00,0 days 00:30:00
2017-10-12 01:55:00,2017-10-12 02:20:00,0 days 00:25:00
2017-10-12 02:25:00,2017-10-12 02:55:00,0 days 00:30:00
2017-10-12 03:00:00,2017-10-12 03:35:00,0 days 00:35:00
2017-10-12 03:45:00,2017-10-12 03:55:00,0 days 00:10:00
2017-10-12 04:00:00,2017-10-12 13:50:00,0 days 09:50:00
2017-10-12 13:55:00,2017-10-12 14:20:00,0 days 00:25:00
2017-10-12 16:05:00,2017-10-12 16:10:00,0 days 00:05:00
2017-10-12 16:15:00,2017-10-12 16:20:00,0 days 00:05:00
2017-10-12 16:35:00,2017-10-12 16:45:00,0 days 00:10:00
2017-10-12 16:55:00,2017-10-12 17:00:00,0 days 00:05:00
2017-10-12 17:20:00,2017-10-12 18:10:00,0 days 00:50:00
2017-10-12 18:20:00,2017-10-12 19:50:00,0 days 01:30:00
2017-10-12 23:25:00,2017-10-12 23:30:00,0 days 00:05:00
2017-10-12 23:35:00,2017-10-12 23:40:00,0 days 00:05:00
2017-10-13 00:25:00,2017-10-13 01:30:00,0 days 01:05:00
2017-10-13 01:35:00,2017-10-13 02:05:00,0 days 00:30:00
2017-10-13 02:35:00,2017-10-13 02:45:00,0 days 00:10:00
2017-10-13 05:25:00,2017-10-13 11:05:00,0 days 05:40:00
2017-10-13 11:15:00,2017-10-13 11:20:00,0 days 00:05:00
2017-10-13 14:50:00,2017-10-13 14:55:00,0 days 00:05:00
2017-10-13 18:30:00,2017-10-13 18:55:00,0 days 00:25:00
2017-10-13 19:05:00,2017-10-13 21:40:00,0 days 02:35:00
2017-10-13 22:30:00,2017-10-14 11:40:00,0 days 13:10:00
2017-10-14 13:00:00,2017-10-14 13:05:00,0 days 00:05:00
2017-10-14 20:15:00,2017-10-14 20:35:00,0 days 00:20:00
2017-10-14 21:50:00,2017-10-14 22:10:00,0 days 00:20:00
2017-10-14 22:15:00,2017-10-14 22:20:00,0 days 00:05:00
2017-10-14 22:40:00,2017-10-14 23:10:00,0 days 00:30:00
2017-10-15 00:55:00,2017-10-15 07:15:00,0 days 06:20:00
2017-10-15 07:20:00,2017-10-15 09:50:00,0 days 02:30:00
2017-10-15 10:05:00,2017-10-15 10:10:00,0 days 00:05:00
2017-10-15 22:45:00,2017-10-16 00:05:00,0 days 01:20:00
2017-10-16 00:10:00,2017-10-16 00:15:00,0 days 00:05:00
2017-10-16 00:25:00,2017-10-16 01:00:00,0 days 00:35:00
2017-10-16 01:15:00,2017-10-16 03:30:00,0 days 02:15:00
2017-10-16 03:40:00,2017-10-16 03:55:00,0 days 00:15:00
2017-10-16 04:15:00,2017-10-16 04:20:00,0 days 00:05:00
2017-10-16 05:05:00,2017-10-16 05:10:00,0 days 00:05:00
2017-10-16 05:20:00,2017-10-16 05:30:00,0 days 00:10:00
2017-10-16 05:40:00,2017-10-16 05:50:00,0 days 00:10:00
2017-10-16 05:55:00,2017-10-16 06:00:00,0 days 00:05:00
2017-10-16 06:05:00,2017-10-16 06:35:00,0 days 00:30:00
2017-10-16 06:40:00,2017-10-16 08:00:00,0 days 01:20:00
2017-10-16 08:05:00,2017-10-16 08:40:00,0 days 00:35:00
2017-10-16 08:45:00,2017-10-16 09:55:00,0 days 01:10:00
2017-10-16 10:15:00,2017-10-16 10:35:00,0 days 00:20:00
2017-10-16 10:40:00,2017-10-16 10:55:00,0 days 00:15:00
2017-10-16 12:55:00,2017-10-16 13:00:00,0 days 00:05:00
2017-10-16 13:10:00,2017-10-16 14:30:00,0 days 01:20:00
2017-10-16 14:35:00,2017-10-16 14:55:00,0 days 00:20:00
2017-10-16 15:05:00,2017-10-16 15:45:00,0 days 00:40:00
2017-10-16 15:55:00,2017-10-16 16:40:00,0 days 00:45:00
2017-10-16 16:55:00,2017-10-16 17:05:00,0 days 00:10:00
2017-10-16 17:10:00,2017-10-16 17:25:00,0 days 00:15:00
2017-10-16 21:45:00,2017-10-16 21:50:00,0 days 00:05:00
2017-10-16 22:10:00,2017-10-16 22:20:00,0 days 00:10:00
2017-10-16 22:40:00,2017-10-16 22:45:00,0 days 00:05:00
2017-10-16 22:50:00,2017-10-16 23:05:00,0 days 00:15:00
2017-10-16 23:10:00,2017-10-16 23:25:00,0 days 00:15:00
2017-10-16 23:55:00,2017-10-17 00:10:00,0 days 00:15:00
2017-10-17 00:25:00,2017-10-17 00:30:00,0 days 00:05:00
2017-10-17 00:35:00,2017-10-17 00:40:00,0 days 00:05:00
2017-10-17 00:50:00,2017-10-17 00:55:00,0 days 00:05:00
2017-10-17 01:25:00,2017-10-17 01:30:00,0 days 00:05:00
2017-10-17 01:40:00,2017-10-17 02:00:00,0 days 00:20:00
2017-10-17 02:10:00,2017-10-17 02:55:00,0 days 00:45:00
2017-10-17 03:10:00,2017-10-17 03:55:00,0 days 00:45:00
2017-10-17 04:10:00,2017-10-17 04:20:00,0 days 00:10:00
2017-10-17 04:35:00,2017-10-17 04:40:00,0 days 00:05:00
2017-10-17 05:00:00,2017-10-17 05:20:00,0 days 00:20:00
2017-10-17 05:40:00,2017-10-17 05:50:00,0 days 00:10:00
2017-10-17 06:00:00,2017-10-17 10:30:00,0 days 04:30:00
2017-10-17 10:35:00,2017-10-17 10:40:00,0 days 00:05:00
2017-10-17 12:00:00,2017-10-17 12:05:00,0 days 00:05:00
2017-10-17 12:15:00,2017-10-17 12:20:00,0 days 00:05:00
2017-10-17 12:25:00,2017-10-17 12:30:00,0 days 00:05:00
2017-10-17 12:40:00,2017-10-17 12:50:00,0 days 00:10:00
2017-10-17 13:10:00,2017-10-17 13:20:00,0 days 00:10:00
2017-10-17 13:25:00,2017-10-17 13:50:00,0 days 00:25:00
2017-10-17 13:55:00,2017-10-17 14:00:00,0 days 00:05:00
2017-10-17 14:30:00,2017-10-17 14:35:00,0 days 00:05:00
2017-10-17 15:00:00,2017-10-17 15:25:00,0 days 00:25:00
2017-10-17 16:30:00,2017-10-17 16:40:00,0 days 00:10:00
2017-10-17 17:00:00,2017-10-17 17:05:00,0 days 00:05:00
2017-11-29 00:10:00,2017-11-30 10:25:00,1 days 10:15:00
2017-11-30 10:30:00,2017-11-30 20:40:00,0 days 10:10:00
2017-11-30 20:45:00,2017-12-02 06:20:00,1 days 09:35:00
2017-12-02 06:25:00,2017-12-02 13:30:00,0 days 07:05:00
2017-12-02 13:35:00,2017-12-02 18:50:00,0 days 05:15:00
2017-12-02 19:00:00,2017-12-02 20:00:00,0 days 01:00:00
2017-12-02 20:05:00,2017-12-02 20:20:00,0 days 00:15:00
2017-12-02 20:25:00,2017-12-02 21:50:00,0 days 01:25:00
2017-12-02 21:55:00,2017-12-02 22:05:00,0 days 00:10:00
2017-12-02 22:10:00,2017-12-02 23:25:00,0 days 01:15:00
2017-12-02 23:30:00,2017-12-03 07:40:00,0 days 08:10:00
2017-12-03 07:45:00,2017-12-04 07:10:00,0 days 23:25:00
2017-12-04 07:15:00,2017-12-04 22:55:00,0 days 15:40:00
2017-12-04 23:05:00,2017-12-04 23:20:00,0 days 00:15:00
2017-12-04 23:45:00,2017-12-05 00:00:00,0 days 00:15:00
2017-12-05 00:15:00,2017-12-05 06:10:00,0 days 05:55:00
2017-12-05 06:15:00,2017-12-05 06:30:00,0 days 00:15:00
2017-12-05 06:45:00,2017-12-05 06:55:00,0 days 00:10:00
2017-12-05 20:50:00,2017-12-05 21:00:00,0 days 00:10:00
2017-12-05 21:10:00,2017-12-05 21:15:00,0 days 00:05:00
2017-12-05 21:30:00,2017-12-05 21:40:00,0 days 00:10:00
2017-12-05 22:20:00,2017-12-05 22:25:00,0 days 00:05:00
2017-12-05 22:30:00,2017-12-06 06:20:00,0 days 07:50:00
2017-12-06 13:10:00,2017-12-06 13:25:00,0 days 00:15:00
2017-12-06 13:40:00,2017-12-06 17:20:00,0 days 03:40:00
2017-12-06 17:30:00,2017-12-06 17:35:00,0 days 00:05:00
2017-12-06 17:40:00,2017-12-06 17:45:00,0 days 00:05:00
2017-12-06 18:00:00,2017-12-06 18:10:00,0 days 00:10:00
2017-12-06 18:30:00,2017-12-06 19:20:00,0 days 00:50:00
2017-12-06 19:35:00,2017-12-06 19:45:00,0 days 00:10:00
2017-12-06 19:50:00,2017-12-06 20:00:00,0 days 00:10:00
2017-12-06 20:05:00,2017-12-07 04:10:00,0 days 08:05:00
2018-07-06 04:40:00,2018-07-07 17:45:00,1 days 13:05:00
2018-07-07 18:00:00,2018-07-08 14:15:00,0 days 20:15:00
2018-08-30 10:30:00,2018-09-01 22:20:00,2 days 11:50:00
2018-09-16 18:40:00,2018-09-17 02:50:00,0 days 08:10:00
2018-09-27 05:05:00,2018-10-15 13:10:00,18 days 08:05:00
2018-10-15 13:15:00,2018-10-16 08:30:00,0 days 19:15:00
2019-03-10 16:20:00,2019-03-10 19:10:00,0 days 02:50:00
2019-03-10 23:25:00,2019-03-10 23:35:00,0 days 00:10:00
2019-03-11 01:05:00,2019-03-13 11:25:00,2 days 10:20:00
2019-03-13 13:05:00,2019-03-13 14:55:00,0 days 01:50:00
2019-03-13 15:45:00,2019-03-14 16:10:00,1 days 00:25:00
2019-03-14 16:15:00,2019-03-16 12:10:00,1 days 19:55:00
2019-03-16 12:15:00,2019-03-16 22:10:00,0 days 09:55:00
2019-05-06 18:00:00,2019-05-06 20:15:00,0 days 02:15:00
2019-05-06 21:20:00,2019-05-08 18:00:00,1 days 20:40:00
2019-05-08 18:20:00,2019-05-08 20:40:00,0 days 02:20:00
2019-05-08 20:45:00,2019-05-08 21:40:00,0 days 00:55:00
2019-05-08 21:45:00,2019-05-08 22:15:00,0 days 00:30:00
2019-05-08 22:25:00,2019-05-09 11:30:00,0 days 13:05:00
2019-05-09 11:35:00,2019-05-09 16:00:00,0 days 04:25:00
2019-05-09 16:20:00,2019-05-10 14:25:00,0 days 22:05:00
2019-05-10 14:30:00,2019-05-11 04:25:00,0 days 13:55:00
2019-05-11 05:40:00,2019-05-11 13:00:00,0 days 07:20:00
2019-05-11 13:05:00,2019-05-12 02:15:00,0 days 13:10:00
2019-05-12 02:25:00,2019-05-12 02:35:00,0 days 00:10:00
2019-05-12 02:45:00,2019-05-13 01:55:00,0 days 23:10:00
2019-05-13 02:00:00,2019-05-13 04:20:00,0 days 02:20:00
2019-06-04 20:45:00,2019-06-06 16:15:00,1 days 19:30:00
2019-06-06 16:20:00,2019-06-10 16:25:00,4 days 00:05:00
2019-06-10 16:55:00,2019-06-10 17:50:00,0 days 00:55:00
2019-06-10 18:05:00,2019-06-10 18:10:00,0 days 00:05:00
2019-06-10 18:15:00,2019-06-10 18:40:00,0 days 00:25:00
2019-06-10 18:45:00,2019-06-10 18:50:00,0 days 00:05:00
2019-06-10 18:55:00,2019-06-11 00:50:00,0 days 05:55:00
2019-06-11 00:55:00,2019-06-14 19:15:00,3 days 18:20:00
2019-06-14 19:20:00,2019-06-15 04:00:00,0 days 08:40:00
2019-06-15 04:05:00,2019-06-15 15:35:00,0 days 11:30:00
2019-06-15 15:40:00,2019-06-15 15:55:00,0 days 00:15:00
2019-06-15 16:00:00,2019-06-15 19:00:00,0 days 03:00:00
2019-06-15 19:10:00,2019-06-15 19:30:00,0 days 00:20:00
2019-06-15 19:35:00,2019-06-15 19:45:00,0 days 00:10:00
2019-06-15 19:55:00,2019-06-15 20:00:00,0 days 00:05:00
2019-06-15 20:05:00,2019-06-15 20:10:00,0 days 00:05:00
2019-06-15 20:30:00,2019-06-15 23:55:00,0 days 03:25:00
2019-06-16 00:00:00,2019-06-16 02:15:00,0 days 02:15:00
2019-06-16 02:20:00,2019-06-16 02:30:00,0 days 00:10:00
2019-06-16 02:35:00,2019-06-16 10:05:00,0 days 07:30:00
2019-06-16 10:15:00,2019-06-16 11:10:00,0 days 00:55:00
2019-06-16 11:15:00,2019-06-16 11:45:00,0 days 00:30:00
2019-06-16 11:50:00,2019-06-16 12:15:00,0 days 00:25:00
2019-06-16 12:20:00,2019-06-16 14:05:00,0 days 01:45:00
2019-06-16 14:10:00,2019-06-16 14:25:00,0 days 00:15:00
2019-06-16 14:35:00,2019-06-16 14:40:00,0 days 00:05:00
2019-06-16 14:45:00,2019-06-16 14:50:00,0 days 00:05:00
2019-06-16 14:55:00,2019-06-16 15:15:00,0 days 00:20:00
2019-06-16 15:20:00,2019-06-16 15:35:00,0 days 00:15:00
2019-06-16 15:40:00,2019-06-16 16:10:00,0 days 00:30:00
2019-06-16 16:15:00,2019-06-16 16:30:00,0 days 00:15:00
2019-06-16 16:40:00,2019-06-16 16:55:00,0 days 00:15:00
2019-06-16 17:00:00,2019-06-16 17:10:00,0 days 00:10:00
2019-06-16 17:20:00,2019-06-16 17:30:00,0 days 00:10:00
2019-06-16 17:35:00,2019-06-16 20:25:00,0 days 02:50:00
2019-06-16 20:30:00,2019-06-16 21:00:00,0 days 00:30:00
2019-06-16 21:10:00,2019-06-16 23:15:00,0 days 02:05:00
2019-06-16 23:20:00,2019-06-17 00:30:00,0 days 01:10:00
2019-06-17 00:35:00,2019-06-17 01:30:00,0 days 00:55:00
2019-06-17 01:35:00,2019-06-17 04:05:00,0 days 02:30:00
2019-06-17 04:10:00,2019-06-17 05:15:00,0 days 01:05:00
2019-06-17 05:20:00,2019-06-17 08:40:00,0 days 03:20:00
2019-06-17 08:45:00,2019-06-17 09:00:00,0 days 00:15:00
2019-06-17 09:05:00,2019-06-17 09:40:00,0 days 00:35:00
2019-06-17 09:50:00,2019-06-17 10:00:00,0 days 00:10:00
2019-06-17 10:15:00,2019-06-17 10:30:00,0 days 00:15:00
2019-06-17 10:35:00,2019-06-17 11:20:00,0 days 00:45:00
2019-06-17 11:25:00,2019-06-17 11:50:00,0 days 00:25:00
2019-06-17 12:00:00,2019-06-17 12:05:00,0 days 00:05:00
2019-06-17 12:15:00,2019-06-17 12:25:00,0 days 00:10:00
2019-06-17 12:30:00,2019-06-17 12:40:00,0 days 00:10:00
2019-06-17 12:55:00,2019-06-17 13:40:00,0 days 00:45:00
2019-06-17 13:45:00,2019-06-17 14:10:00,0 days 00:25:00
2019-06-17 14:15:00,2019-06-17 15:05:00,0 days 00:50:00
2019-06-17 15:10:00,2019-06-17 15:30:00,0 days 00:20:00
2019-06-17 15:35:00,2019-06-17 15:55:00,0 days 00:20:00
2019-06-17 16:00:00,2019-06-17 21:50:00,0 days 05:50:00
2019-06-17 21:55:00,2019-06-17 22:00:00,0 days 00:05:00
2019-06-17 22:05:00,2019-06-18 00:25:00,0 days 02:20:00
2019-06-18 00:30:00,2019-06-18 16:00:00,0 days 15:30:00
2019-06-18 16:05:00,2019-06-18 16:15:00,0 days 00:10:00
2019-06-18 16:20:00,2019-06-19 05:50:00,0 days 13:30:00
2019-06-19 05:55:00,2019-06-20 22:40:00,1 days 16:45:00
2019-08-02 22:45:00,2019-08-08 16:50:00,5 days 18:05:00
2019-08-08 16:55:00,2019-08-08 18:15:00,0 days 01:20:00
2019-08-08 18:20:00,2019-08-13 12:20:00,4 days 18:00:00
2019-09-15 18:40:00,2019-10-02 15:00:00,16 days 20:20:00
2019-10-02 15:05:00,2019-10-16 19:30:00,14 days 04:25:00
2019-10-16 19:40:00,2019-10-18 12:10:00,1 days 16:30:00
2019-10-18 12:35:00,2019-10-19 12:50:00,1 days 00:15:00
2019-10-19 12:55:00,2019-10-19 14:55:00,0 days 02:00:00
2019-10-19 15:15:00,2019-10-24 09:00:00,4 days 17:45:00
2019-12-02 22:40:00,2019-12-07 12:10:00,4 days 13:30:00
2019-12-07 12:20:00,2019-12-07 12:40:00,0 days 00:20:00
2019-12-07 12:45:00,2019-12-11 09:20:00,3 days 20:35:00
2019-12-11 09:25:00,2019-12-23 17:05:00,12 days 07:40:00
2019-12-23 18:25:00,2019-12-23 20:35:00,0 days 02:10:00
2020-03-26 02:50:00,2020-03-26 20:40:00,0 days 17:50:00
2020-03-26 20:50:00,2020-03-27 01:05:00,0 days 04:15:00
2020-03-27 01:10:00,2020-03-27 01:35:00,0 days 00:25:00
2020-03-27 01:40:00,2020-04-15 16:15:00,19 days 14:35:00
2020-04-15 16:20:00,2020-04-17 13:55:00,1 days 21:35:00
2020-04-17 14:00:00,2020-04-19 23:20:00,2 days 09:20:00
2020-04-19 23:25:00,2020-04-22 03:15:00,2 days 03:50:00
2020-04-22 03:35:00,2020-04-26 02:45:00,3 days 23:10:00
2020-04-26 02:50:00,2020-04-26 21:05:00,0 days 18:15:00
2020-04-26 21:10:00,2020-04-27 02:55:00,0 days 05:45:00
2020-04-27 03:00:00,2020-04-30 12:10:00,3 days 09:10:00
